tem,ttem,num,out,gf,gs,gt,gfor
48.53,48.2,40,-8,18.62,16.79,20.99,19.42
49.85,48.2,41,-8,18.62,16.79,21.01,19.42
48.53,48.2,42,-8,18.55,16.75,21.01,19.42
47.94,48.2,43,-8,18.55,16.75,21.01,19.43
47.79,48.2,44,-8,18.55,16.75,20.95,19.43
48.82,48.2,45,-8,18.54,16.79,20.95,19.43
48.97,48.9,46,-9,18.54,16.79,20.95,19.33
51.18,48.9,47,-9,18.54,16.79,20.79,19.33
48.24,48.9,48,-9,18.51,16.71,20.79,19.33
48.97,47.9,49,-9,18.51,16.71,20.79,19.33
48.82,47.9,50,-9,18.51,16.71,21.05,19.29
48.53,47.9,51,-9,18.46,16.79,21.05,19.29
48.68,46.2,52,-8,18.46,16.79,21.05,19.25
48.38,46.2,53,-8,18.46,16.79,20.99,19.25
48.38,46.2,54,-8,18.48,16.87,20.99,19.25
48.38,46.2,55,-8,18.48,16.87,20.99,19.25
48.38,46.2,56,-8,18.48,16.87,20.67,19.29
48.24,46.2,57,-8,18.47,16.93,20.67,19.29
48.09,46.2,58,-8,18.47,16.93,20.67,18.62
47.94,46.2,59,-8,18.47,16.93,20.95,18.62
47.94,46.2,60,-8,18.52,16.93,20.95,18.62
48.07,45.8,61,-7,18.52,16.93,20.95,18.98
47.66,45.8,62,-7,18.52,16.93,20.86,18.98
47.65,45.8,63,-7,18.98,16.75,20.86,18.98
47.53,45.8,64,-7,18.98,16.75,20.86,19.15
47.5,45.8,65,-7,18.98,16.75,20.89,19.15
47.5,45.8,66,-7,19.1,16.87,20.89,19.15
47.65,45.8,67,-7,19.1,16.87,20.89,18.65
47.5,45.8,68,-7,19.1,16.87,20.79,18.65
47.5,45.8,69,-7,19.27,16.85,20.79,18.65
47.5,45.4,70,-6,19.27,16.85,20.79,18.85
47.5,45.4,71,-6,19.27,16.85,20.88,18.85
47.5,45.4,72,-6,19.4,16.93,20.88,18.85
47.5,45,73,-5,19.4,16.93,20.88,19.15
47.5,45,74,-5,19.4,16.93,20.93,19.15
47.5,45,75,-5,19.57,16.95,20.93,19.15
47.35,44.6,76,-4,19.57,16.95,20.93,18.33
47.35,44.6,77,-4,19.57,16.95,21.18,18.33
47.35,44.6,78,-4,19.64,16.9,21.18,18.33
47.34,44.6,79,-4,19.64,16.9,21.18,18.95
47.06,44.6,80,-4,19.64,16.9,21.09,18.95
47.2,44.6,81,-4,19.92,16.9,21.09,18.95
46.96,43.8,82,-2,19.92,16.9,21.09,19.09
47.17,43.8,83,-2,19.92,16.9,21.09,19.09
46.95,43.8,84,-2,20.02,16.71,21.09,19.09
46.91,43.8,85,-2,20.02,16.71,21.09,19.18
46.91,43.8,86,-2,20.02,16.71,21.13,19.18
46.91,43.8,87,-2,20.72,16.93,21.13,19.18
47.04,43.4,88,-1,20.72,16.93,21.13,19.26
46.91,43.4,89,-1,20.72,16.93,21.13,19.26
47.21,43.4,90,-1,20.28,16.73,21.13,19.26
47.21,43.4,91,-1,20.28,16.73,21.13,19.26
47.06,43.4,92,-1,20.28,16.73,21.06,19.26
47.06,43.4,93,-1,20.22,16.78,21.06,19.26
47.21,43.4,94,-1,20.22,16.78,21.06,18.95
47.21,43.4,95,-1,20.22,16.78,21.09,18.95
47.32,43.4,96,-1,20.33,16.75,21.09,18.95
47.21,44.4,97,-1,20.33,16.75,21.09,19.25
47.35,44.4,98,-1,20.33,16.75,21.02,19.25
47.32,44.4,99,-1,20.36,16.36,21.02,19.25
47.35,45.4,100,-1,20.36,16.36,21.02,19.26
47.35,45.4,101,-1,20.36,16.36,20.96,19.26
47.35,45.4,102,-1,20.36,16.69,20.96,19.26
47.5,45.4,103,-1,20.36,16.69,20.96,19.43
47.65,45.4,104,-1,20.36,16.69,21.05,19.43
47.65,45.4,105,-1,20.29,16.76,21.05,19.43
47.79,45.4,106,-1,20.29,16.76,21.05,19.5
48.09,45.4,107,-1,20.29,16.76,21.07,19.5
48.15,45.4,108,-1,19.95,16.5,21.07,19.5
48.24,45.4,109,-1,19.95,16.5,21.07,19.49
48.38,45.4,110,-1,19.95,16.5,21.22,19.49
48.24,45.4,111,-1,19.66,16.78,21.22,19.49
48.24,45.8,112,-2,19.66,16.78,21.22,19.35
48.38,45.8,113,-2,19.66,16.78,21.26,19.35
48.24,45.8,114,-2,19.77,16.83,21.26,19.35
47.98,45.8,115,-2,19.77,16.83,21.26,19.35
48.09,45.8,116,-2,19.77,16.83,21.16,19.35
48.09,45.8,117,-2,19.1,17.07,21.16,19.35
48.09,45.8,118,-2,19.1,17.07,21.16,19.53
47.94,45.8,119,-2,19.1,17.07,21.03,19.53
48.09,45.8,120,-2,19.37,17.07,21.03,19.53
48.03,45.8,121,-2,19.37,17.07,21.03,19.56
48.03,45.8,122,-2,19.37,17.07,21.13,19.56
47.94,45.8,123,-2,19.53,17.16,21.13,19.56
47.94,45.8,124,-2,19.53,17.16,21.13,19.56
48.09,45.8,125,-2,19.53,17.16,21.15,19.56
47.65,45.8,126,-2,19.85,17.1,21.15,19.56
47.79,45.8,127,-2,19.85,17.1,21.15,19.6
47.52,45.8,128,-2,19.85,17.1,21.16,19.6
47.65,45.8,129,-2,20.07,17.43,21.16,19.6
47.5,45.8,130,-2,20.07,17.43,21.16,19.66
47.5,45.8,131,-2,20.07,17.43,21.15,19.66
47.35,45.8,132,-2,20.18,17.43,21.15,19.66
47.21,45.8,133,-2,20.18,17.43,21.15,19.66
47.35,45.8,134,-2,20.18,17.43,21.13,19.64
47.21,45.8,135,-2,20.26,17.36,21.13,19.64
47.35,45.8,136,-2,20.26,17.36,21.13,19.69
47.04,45.8,137,-2,20.26,17.36,21.21,19.69
47.06,45.8,138,-2,20.24,17.16,21.21,19.69
47.21,44.8,139,-2,20.24,17.16,21.21,19.66
47.35,44.8,140,-2,20.24,17.16,21.22,19.66
47.35,44.8,141,-2,20.93,17.13,21.22,19.66
47.35,42.8,142,-2,20.93,17.13,21.22,19.7
47.35,42.8,143,-2,20.93,17.13,21.25,19.7
47.35,42.8,0,-2,20.93,17.03,21.25,19.7
47.35,43.6,1,-4,20.93,17.03,21.25,19.69
47.5,43.6,2,-4,20.93,17.03,21.21,19.69
47.5,43.6,3,-4,19.92,17.02,21.21,19.69
47.65,43.6,4,-4,19.92,17.02,21.21,19.76
47.62,43.6,5,-4,19.92,17.02,21.22,19.76
47.5,43.6,6,-4,19.81,17.01,21.22,19.76
47.65,43.6,7,-4,19.81,17.01,21.22,20.24
47.65,43.6,8,-4,19.81,17.01,21.22,20.24
47.64,43.6,9,-4,19.64,16.93,21.22,20.24
47.5,44,10,-5,19.64,16.93,21.22,19.67
47.65,44,11,-5,19.64,16.93,21.23,19.67
47.65,44,12,-5,19.56,16.95,21.23,19.67
47.65,44.4,13,-6,19.56,16.95,21.23,19.62
47.65,44.4,14,-6,19.56,16.95,21.22,19.62
47.65,44.4,15,-6,19.47,16.93,21.22,19.62
47.5,44.4,16,-6,19.47,16.93,21.22,19.64
47.65,44.4,17,-6,19.47,16.93,21.18,19.64
47.52,44.4,18,-6,19.39,16.93,21.18,19.64
47.6,44.4,19,-6,19.39,16.93,21.18,19.57
47.65,44.4,20,-6,19.39,16.93,21.22,19.57
47.65,44.4,21,-6,19.39,16.95,21.22,19.57
47.65,44,22,-5,19.39,16.95,21.22,19.62
47.65,44,23,-5,19.39,16.95,21.19,19.62
47.65,44,24,-5,19.33,16.96,21.19,19.62
47.35,46,25,-5,19.33,16.96,21.19,19.59
47.06,46,26,-5,19.33,16.96,21.18,19.59
47.35,46,27,-5,19.3,16.93,21.18,19.59
46.62,47.4,28,-6,19.3,16.93,21.18,19.6
47.65,47.4,29,-6,19.3,16.93,21.18,19.6
46.79,47.4,30,-6,19.26,16.89,21.18,19.6
47.94,47,31,-5,19.26,16.89,21.18,19.6
47.61,47,32,-5,19.26,16.89,21.13,19.6
47.35,47,33,-5,19.2,16.93,21.13,19.6
47.5,47,34,-5,19.2,16.93,21.13,19.62
47.09,47,35,-5,19.2,16.93,21.74,19.62
47.29,47,36,-5,19.2,16.96,21.74,19.62
47.65,47,37,-5,19.2,16.96,21.74,19.56
47.65,47,38,-5,19.2,16.96,21.21,19.56
47.65,47,39,-5,19.16,16.92,21.21,19.56
47.5,47,40,-5,19.16,16.92,21.21,19.63
46.91,47,41,-5,19.16,16.92,21.16,19.63
47.35,47,42,-5,19.13,16.92,21.16,19.63
47.5,47,43,-5,19.13,16.92,21.16,19.59
47.65,47,44,-5,19.13,16.92,21.18,19.59
47.65,47,45,-5,19.05,16.89,21.18,19.59
47.5,47,46,-5,19.05,16.89,21.18,19.49
46.92,47,47,-5,19.05,16.89,21.23,19.49
47.58,47,48,-5,19.08,16.96,21.23,19.49
47.5,46.4,49,-6,19.08,16.96,21.23,20.01
47.65,46.4,50,-6,19.08,16.96,21.1,20.01
47.66,46.4,51,-6,19.06,17.53,21.1,20.01
47.65,45,52,-5,19.06,17.53,21.1,19.48
47.65,45,53,-5,19.06,17.53,21.19,19.48
47.79,45,54,-5,19.01,17.01,21.19,19.48
47.79,45,55,-5,19.01,17.01,21.19,18.19
47.78,45,56,-5,19.01,17.01,21.19,18.19
47.93,45,57,-5,19.03,17.03,21.19,18.19
47.65,44.6,58,-4,19.03,17.03,21.19,18.29
47.94,44.6,59,-4,19.03,17.03,20.99,18.29
47.65,44.6,60,-4,19.02,16.99,20.99,18.29
47.94,44.6,61,-4,19.02,16.99,20.99,18.07
47.79,44.6,62,-4,19.02,16.99,21.01,18.07
48.09,44.6,63,-4,19.09,16.82,21.01,18.07
47.79,43.8,64,-2,19.09,16.82,21.01,19.09
47.8,43.8,65,-2,19.09,16.82,21.06,19.09
47.5,43.8,66,-2,19.09,17.09,21.06,19.09
47.5,43.4,67,-1,19.09,17.09,21.06,19.35
47.5,43.4,68,-1,19.09,17.09,21.06,19.35
47.5,43.4,69,-1,19.1,17.01,21.06,19.35
47.36,43.4,70,-1,19.1,17.01,21.06,18.87
47.35,43.4,71,-1,19.1,17.01,21.06,18.87
47.35,43.4,72,-1,19.12,17.17,21.06,18.87
47.35,43.4,73,-1,19.12,17.17,21.06,19.36
47.35,43.4,74,-1,19.12,17.17,20.82,19.36
47.36,43.4,75,-1,19.16,17.23,20.82,19.36
47.21,43,76,0,19.16,17.23,20.82,20.03
47.35,43,77,0,19.16,17.23,21.01,20.03
47.35,43,78,0,19.13,17.16,21.01,20.03
47.35,43,79,0,19.13,17.16,21.01,19.98
47.35,43,80,0,19.13,17.16,20.79,19.98
47.35,43,81,0,19.16,16.65,20.79,19.98
47.35,42.4,82,1,19.16,16.65,20.79,20.24
47.5,42.4,83,1,19.16,16.65,20.81,20.24
47.5,42.4,84,1,19.2,17.03,20.81,20.24
47.5,42.4,85,1,19.2,17.03,20.81,20.27
47.4,42.4,86,1,19.2,17.03,20.86,20.27
47.21,42.4,87,1,19.22,17.12,20.86,20.27
47.21,41.8,88,2,19.22,17.12,20.86,20.32
47.35,41.8,89,2,19.22,17.12,20.89,20.32
47.35,41.8,90,2,19.27,17.09,20.89,20.32
47.22,41.2,91,3,19.27,17.09,20.89,20.42
47.2,41.2,92,3,19.27,17.09,20.88,20.42
47.35,41.2,93,3,19.26,17.12,20.88,20.42
47.17,41.2,94,3,19.26,17.12,20.88,20.49
47.35,41.2,95,3,19.26,17.12,20.88,20.49
47.21,41.2,96,3,19.23,17.09,20.88,20.49
47.21,42.2,97,3,19.23,17.09,20.88,20.39
47.35,42.2,98,3,19.23,17.09,20.85,20.39
47.26,42.2,99,3,19.3,17.1,20.85,20.39
47.35,42.6,100,4,19.3,17.1,20.85,20.62
47.5,42.6,101,4,19.3,17.1,20.86,20.62
47.35,42.6,102,4,19.27,17.2,20.86,20.62
47.06,42.6,103,4,19.27,17.2,20.86,20.8
47.06,42.6,104,4,19.27,17.2,20.88,20.8
47.21,42.6,105,4,19.27,16.27,20.88,20.8
46.91,42.6,106,4,19.27,16.27,20.88,20.9
47.02,42.6,107,4,19.27,16.27,20.91,20.9
47.05,42.6,108,4,19.23,15.8,20.91,20.9
47.35,43.2,109,3,19.23,15.8,20.91,20.69
47.35,43.2,110,3,19.23,15.8,21.02,20.69
47.5,43.2,111,3,19.22,16.71,21.02,20.69
47.35,43.2,112,3,19.22,16.71,21.02,20.92
47.5,43.2,113,3,19.22,16.71,21.06,20.92
47.5,43.2,114,3,19.2,17.56,21.06,20.92
47.49,43.8,115,2,19.2,17.56,21.06,20.59
47.29,43.8,116,2,19.2,17.56,21.06,20.59
47.21,43.8,117,2,19.09,17.27,21.06,20.59
47.28,44.4,118,1,19.09,17.27,21.06,20.83
47.23,44.4,119,1,19.09,17.27,21.19,20.83
47.35,44.4,120,1,19.05,16.97,21.19,20.83
47.35,44.4,121,1,19.05,16.97,21.19,20.69
47.5,44.4,122,1,19.05,16.97,21.16,20.69
47.5,44.4,123,1,19.54,17.22,21.16,20.69
47.5,45,124,0,19.54,17.22,21.16,20.66
47.5,45,125,0,19.54,17.22,21.16,20.66
47.5,45,126,0,18.99,17.36,21.16,20.66
47.21,45,127,0,18.99,17.36,21.16,20.54
47.5,45,128,0,18.99,17.36,21.15,20.54
47.5,45,129,0,18.91,17.27,21.15,20.54
47.5,45.4,130,-1,18.91,17.27,21.15,20.52
47.35,45.4,131,-1,18.91,17.27,21.21,20.52
47.5,45.4,132,-1,18.82,17.46,21.21,20.52
47.35,45.4,133,-1,18.82,17.46,21.21,20.52
47.49,45.4,134,-1,18.82,17.46,21.21,20.52
47.35,45.4,135,-1,18.78,17.56,21.21,20.52
46.91,45.8,136,-2,18.78,17.56,21.21,20.44
47.35,45.8,137,-2,18.78,17.56,21.21,20.44
47.35,45.8,138,-2,18.76,17.37,21.21,20.44
47.35,44.8,139,-2,18.76,17.37,21.21,20.49
47.35,44.8,140,-2,18.76,17.37,21.19,20.49
47.33,44.8,141,-2,18.67,17.25,21.19,20.49
47.35,43.6,142,-4,18.67,17.25,21.19,20.42
47.35,43.6,143,-4,18.67,17.25,21.19,20.42
47.35,43.6,0,-4,18.58,17.25,21.19,20.42
47.35,43.6,1,-4,18.58,17.25,21.19,20.38
47.35,43.6,2,-4,18.58,17.25,21.16,20.38
47.49,43.6,3,-4,18.55,17.17,21.16,20.38
47.35,44,4,-5,18.55,17.17,21.16,20.32
47.5,44,5,-5,18.55,17.17,21.18,20.32
47.35,44,6,-5,18.46,17.17,21.18,20.32
47.35,44.4,7,-6,18.46,17.17,21.18,20.28
47.5,44.4,8,-6,18.46,17.17,21.16,20.28
47.35,44.4,9,-6,18.4,17.06,21.16,20.28
47.35,44.4,10,-6,18.4,17.06,21.16,20.23
47.35,44.4,11,-6,18.4,17.06,21.13,20.23
47.35,44.4,12,-6,18.43,17.58,21.13,20.23
47.35,44.4,13,-6,18.43,17.58,21.13,20.21
47.35,44.4,14,-6,18.43,17.58,21.13,20.21
47.42,44.4,15,-6,18.41,17.06,21.13,20.21
47.35,44.8,16,-7,18.41,17.06,21.13,20.18
47.35,44.8,17,-7,18.41,17.06,21.01,20.18
47.36,44.8,18,-7,18.38,16.99,21.01,20.18
47.35,44.4,19,-6,18.38,16.99,21.01,20.11
47.35,44.4,20,-6,18.38,16.99,21.07,20.11
47.35,44.4,21,-6,18.36,16.93,21.07,20.11
47.35,44.4,22,-6,18.36,16.93,21.07,20.04
47.35,44.4,23,-6,18.36,16.93,20.99,20.04
47.5,44.4,24,-6,18.36,16.93,20.99,20.04
46.18,46.4,25,-6,18.36,16.93,20.99,20.04
46.83,46.4,26,-6,18.36,16.93,20.98,20.04
46.76,46.4,27,-6,18.33,16.89,20.98,20.04
46.47,48.2,28,-8,18.33,16.89,20.98,20
49.56,48.2,29,-8,18.33,16.89,20.95,20
47.5,48.2,30,-8,18.28,16.89,20.95,20
50.15,48.2,31,-8,18.28,16.89,20.95,20.03
47.5,48.2,32,-8,18.28,16.89,20.95,20.03
50.44,48.2,33,-8,18.28,16.83,20.95,20.03
47.49,48.2,34,-8,18.28,16.83,20.95,20.03
50.59,48.2,35,-8,18.28,16.83,20.95,20.03
48.24,48.2,36,-8,18.33,16.86,20.95,20.03
48.82,47.8,37,-7,18.33,16.86,20.95,19.96
47.5,47.8,38,-7,18.33,16.86,20.93,19.96
49.56,47.8,39,-7,18.28,16.85,20.93,19.96
46.91,48.2,40,-8,18.28,16.85,20.93,20
51.03,48.2,41,-8,18.28,16.85,20.96,20
46.91,48.2,42,-8,18.31,16.82,20.96,20
50.29,48.2,43,-8,18.31,16.82,20.96,19.93
46.91,48.2,44,-8,18.31,16.82,20.93,19.93
50.44,48.2,45,-8,18.21,16.73,20.93,19.93
47.35,48.2,46,-8,18.21,16.73,20.93,19.88
48.97,48.2,47,-8,18.21,16.73,20.89,19.88
47.16,48.2,48,-8,18.26,16.73,20.89,19.88
49.85,47.2,49,-8,18.26,16.73,20.89,19.91
48,47.2,50,-8,18.26,16.73,20.71,19.91
47.35,47.2,51,-8,18.2,16.73,20.71,19.91
47.5,45.8,52,-7,18.2,16.73,20.71,19.93
47.35,45.8,53,-7,18.2,16.73,20.82,19.93
47.06,45.8,54,-7,18.24,16.72,20.82,19.93
46.91,46.2,55,-8,18.24,16.72,20.82,19.91
46.34,46.2,56,-8,18.24,16.72,20.86,19.91
46.62,46.2,57,-8,18.79,16.51,20.86,19.91
46.03,45.8,58,-7,18.79,16.51,20.86,18.1
46.32,45.8,59,-7,18.79,16.51,20.83,18.1
46.32,45.8,60,-7,18.28,16.83,20.83,18.1
46.33,45.4,61,-6,18.28,16.83,20.83,18.92
46.32,45.4,62,-6,18.28,16.83,20.91,18.92
46.47,45.4,63,-6,18.18,16.82,20.91,18.92
46.18,45,64,-5,18.18,16.82,20.91,19.74
46.47,45,65,-5,18.18,16.82,20.92,19.74
46.08,45,66,-5,18.16,17.1,20.92,19.74
46.18,44.6,67,-4,18.16,17.1,20.92,19.98
46.04,44.6,68,-4,18.16,17.1,20.86,19.98
46.11,44.6,69,-4,18.17,17.03,20.86,19.98
46.03,43.8,70,-2,18.17,17.03,20.86,18.5
45.88,43.8,71,-2,18.17,17.03,20.98,18.5
45.84,43.8,72,-2,18.16,16.99,20.98,18.5
45.74,43.4,73,-1,18.16,16.99,20.98,17.62
45.73,43.4,74,-1,18.16,16.99,20.89,17.62
45.59,43.4,75,-1,18.21,15.9,20.89,17.62
45.74,43,76,0,18.21,15.9,20.89,19.27
45.59,43,77,0,18.21,15.9,20.91,19.27
45.59,43,78,0,18.18,16.72,20.91,19.27
45.44,43,79,0,18.18,16.72,20.91,19.77
45.44,43,80,0,18.18,16.72,20.48,19.77
45.59,43,81,0,18.21,16.42,20.48,19.77
45.72,42.4,82,1,18.21,16.42,20.48,19.81
45.45,42.4,83,1,18.21,16.42,21.07,19.81
45.46,42.4,84,1,18.27,16.92,21.07,19.81
45.57,42.4,85,1,18.27,16.92,21.07,19.81
45.44,42.4,86,1,18.27,16.92,21.23,19.88
45.44,42.4,87,1,18.33,16.87,21.23,19.88
45.59,42.4,88,1,18.33,16.87,21.23,19.93
45.52,42.4,89,1,18.33,16.87,21.23,19.93
45.59,42.4,90,1,18.37,16.8,21.19,19.93
45.77,42.4,91,1,18.37,16.8,21.19,19.76
45.73,42.4,92,1,18.37,16.8,21.19,19.76
45.44,42.4,93,1,18.38,16.79,21.21,19.76
45.74,41.8,94,2,18.38,16.79,21.21,19.76
45.44,41.8,95,2,18.38,16.79,21.21,19.76
45.73,41.8,96,2,18.37,16.76,21.09,19.76
45.59,42.8,97,2,18.37,16.76,21.09,19.76
45.85,42.8,98,2,18.37,16.76,21.09,19.76
45.89,42.8,99,2,18.38,16.71,21.18,19.76
46.03,43.8,100,2,18.38,16.71,21.18,19.78
46.03,43.8,101,2,18.38,16.71,21.18,19.78
46.32,43.8,102,2,18.33,16.73,21.15,19.78
46.32,44.4,103,1,18.33,16.73,21.15,19.77
46.47,44.4,104,1,18.33,16.73,21.15,19.77
46.62,44.4,105,1,18.37,16.82,21.09,19.77
46.62,44.4,106,1,18.37,16.82,21.09,19.32
46.62,44.4,107,1,18.37,16.82,21.09,19.32
46.76,44.4,108,1,18.4,16.86,21.03,19.32
46.76,44.4,109,1,18.4,16.86,21.03,18.36
46.62,44.4,110,1,18.4,16.86,21.03,18.36
46.76,44.4,111,1,18.41,16.92,21.06,18.36
46.76,44.4,112,1,18.41,16.92,21.06,19.3
46.91,44.4,113,1,18.41,16.92,21.06,19.3
46.91,44.4,114,1,18.4,16.89,21.1,19.3
46.91,45,115,0,18.4,16.89,21.1,19.37
46.91,45,116,0,18.4,16.89,21.1,19.37
46.91,45,117,0,18.38,16.68,21.15,19.37
47.06,45,118,0,18.38,16.68,21.15,19.19
47.02,45,119,0,18.38,16.68,21.15,19.19
46.93,45,120,0,18.68,17.05,21.12,19.19
47.06,45,121,0,18.68,17.05,21.12,19.29
47.21,45,122,0,18.68,17.05,21.12,19.29
47.06,45,123,0,18.94,17.17,21.69,19.29
46.91,45.4,124,-1,18.94,17.17,21.69,19.62
46.76,45.4,125,-1,18.94,17.17,21.69,19.62
46.62,45.4,126,-1,19.13,17.19,21.23,19.62
46.77,45.4,127,-1,19.13,17.19,21.23,19.87
46.76,45.4,128,-1,19.13,17.19,21.23,19.87
47.06,45.4,129,-1,19.29,17.36,21.19,19.87
46.93,45.4,130,-1,19.29,17.36,21.19,20.03
46.91,45.4,131,-1,19.29,17.36,21.19,20.03
46.91,45.4,132,-1,19.41,17.34,21.18,20.03
47.06,45.4,133,-1,19.41,17.34,21.18,19.96
47.04,45.4,134,-1,19.41,17.34,21.18,19.96
47.02,45.4,135,-1,19.23,17.3,21.18,19.96
46.91,45.4,136,-1,19.23,17.3,21.18,19.93
46.91,45.4,137,-1,19.23,17.3,21.18,19.93
46.91,45.4,138,-1,19.05,17.22,21.13,19.93
46.77,44.8,139,-2,19.05,17.22,21.13,19.96
47.21,44.8,140,-2,19.05,17.22,21.13,19.96
47.02,44.8,141,-2,18.85,17.05,21.06,19.96
47.34,42.8,142,-2,18.85,17.05,21.06,19.93
47.35,42.8,143,-2,18.85,17.05,21.06,19.93
47.35,42.8,0,-2,18.79,17.05,20.99,19.93
47.21,42.8,1,-2,18.79,17.05,20.99,19.9
47.28,42.8,2,-2,18.79,17.05,20.99,19.9
47.35,42.8,3,-2,18.68,16.96,20.98,19.9
47.35,43.6,4,-4,18.68,16.96,20.98,19.93
47.35,43.6,5,-4,18.68,16.96,20.98,19.93
47.5,43.6,6,-4,18.64,16.95,21.02,19.93
47.21,43.6,7,-4,18.64,16.95,21.02,19.86
47.35,43.6,8,-4,18.64,16.95,21.02,19.86
47.35,43.6,9,-4,18.58,16.93,21.02,19.86
47.36,44,10,-5,18.58,16.93,21.02,19.81
47.35,44,11,-5,18.58,16.93,21.02,19.81
47.35,44,12,-5,18.52,16.92,21.02,19.81
47.38,44.8,13,-7,18.52,16.92,21.02,19.83
47.48,44.8,14,-7,18.52,16.92,21.02,19.83
47.35,44.8,15,-7,18.47,16.87,20.93,19.83
47.46,45.2,16,-8,18.47,16.87,20.93,19.78
47.35,45.2,17,-8,18.47,16.87,20.93,19.78
47.5,45.2,18,-8,18.5,16.9,20.92,19.78
47.46,45.2,19,-8,18.5,16.9,20.92,19.78
47.35,45.2,20,-8,18.5,16.9,20.92,19.78
47.38,45.2,21,-8,18.4,16.89,20.88,19.78
47.35,45.2,22,-8,18.4,16.89,20.88,19.76
47.35,45.2,23,-8,18.4,16.89,20.88,19.76
47.35,45.2,24,-8,18.41,16.85,20.89,19.76
46.18,47.2,25,-8,18.41,16.85,20.89,19.73
48.18,47.2,26,-8,18.41,16.85,20.89,19.73
46.45,47.2,27,-8,18.37,16.87,20.91,19.73
46.47,48.2,28,-8,18.37,16.87,20.91,19.72
51.03,48.2,29,-8,18.37,16.87,20.91,19.72
46.62,48.2,30,-8,18.4,16.83,20.88,19.72
50.29,48.2,31,-8,18.4,16.83,20.88,19.76
47.35,48.2,32,-8,18.4,16.83,20.88,19.76
48.97,48.2,33,-8,18.43,16.82,20.89,19.76
48.02,48.2,34,-8,18.43,16.82,20.89,19.76
48.37,48.2,35,-8,18.43,16.82,20.89,19.76
49.26,48.2,36,-8,18.38,16.86,20.82,19.76
47.79,48.2,37,-8,18.38,16.86,20.82,19.74
49.85,48.2,38,-8,18.38,16.86,20.82,19.74
47.61,48.2,39,-8,18.34,16.82,20.88,19.74
48.53,48.2,40,-8,18.34,16.82,20.88,19.73
48.26,48.2,41,-8,18.34,16.82,20.88,19.73
49.49,48.2,42,-8,18.36,16.83,20.89,19.73
50.69,48.2,43,-8,18.36,16.83,20.89,19.7
47.06,48.2,44,-8,18.36,16.83,20.89,19.7
49.12,48.2,45,-8,18.37,16.8,20.91,19.7
47.94,48.2,46,-8,18.37,16.8,20.91,19.72
48.38,48.2,47,-8,18.37,16.8,20.91,19.72
48.97,48.2,48,-8,18.37,16.82,20.68,19.72
48.68,47.2,49,-8,18.37,16.82,20.68,18.75
47.65,47.2,50,-8,18.37,16.82,20.68,18.75
47.06,47.2,51,-8,18.34,16.85,20.81,18.75
47.65,46.2,52,-8,18.34,16.85,20.81,18.75
47.5,46.2,53,-8,18.34,16.85,20.81,18.75
47.06,46.2,54,-8,18.33,16.83,20.75,18.75
46.5,46.9,55,-9,18.33,16.83,20.75,17.38
46.62,46.9,56,-9,18.33,16.83,20.75,17.38
46.9,46.9,57,-9,18.33,16.83,20.81,17.38
46.73,46.9,58,-9,18.33,16.83,20.81,18.16
49.56,46.9,59,-9,18.33,16.83,20.81,18.16
46.05,46.9,60,-9,18.37,17.02,20.78,18.16
46.62,45,61,-5,18.37,17.02,20.78,18.62
46.62,45,62,-5,18.37,17.02,20.78,18.62
46.6,45,63,-5,18.28,17.23,20.85,18.62
46.4,44.6,64,-4,18.28,17.23,20.85,19.46
46.47,44.6,65,-4,18.28,17.23,20.85,19.46
46.31,44.6,66,-4,18.31,17.22,20.81,19.46
45.76,43.4,67,-1,18.31,17.22,20.81,19.63
45.59,43.4,68,-1,18.31,17.22,20.81,19.63
45.44,43.4,69,-1,18.34,17.8,20.93,19.63
45.44,43,70,0,18.34,17.8,20.93,18.67
45.29,43,71,0,18.34,17.8,20.93,18.67
45.29,43,72,0,18.33,16.89,20.79,18.67
45.29,43,73,0,18.33,16.89,20.79,19.54
45.29,43,74,0,18.33,16.89,20.79,19.54
44.88,43,75,0,18.36,16.54,20.54,19.54
44.71,42.4,76,1,18.36,16.54,20.54,19.78
44.71,42.4,77,1,18.36,16.54,20.54,19.78
44.12,42.4,78,1,18.44,16.07,20.68,19.78
43.97,41.8,79,2,18.44,16.07,20.68,19.76
43.97,41.8,80,2,18.44,16.07,20.68,19.76
43.82,41.8,81,2,18.52,16.71,20.91,19.76
43.82,41.2,82,3,18.52,16.71,20.91,19.64
43.68,41.2,83,3,18.52,16.71,20.91,19.64
43.66,41.2,84,3,18.52,16.95,20.86,19.64
43.53,41.2,85,3,18.52,16.95,20.86,19.73
43.38,41.2,86,3,18.52,16.95,20.86,19.73
43.53,41.2,87,3,18.61,16.1,20.89,19.73
43.39,41.2,88,3,18.61,16.1,20.89,20.32
43.53,41.2,89,3,18.61,16.1,20.89,20.32
43.38,41.2,90,3,18.69,16.27,20.74,20.32
43.36,40.6,91,4,18.69,16.27,20.74,19.69
43.38,40.6,92,4,18.69,16.27,20.74,19.69
43.38,40.6,93,4,18.68,16.78,20.68,19.69
43.4,40.6,94,4,18.68,16.78,20.68,19.74
43.4,40.6,95,4,18.68,16.78,20.68,19.74
43.38,40.6,96,4,18.68,16.92,20.71,19.74
43.48,41.6,97,4,18.68,16.92,20.71,18.98
43.38,41.6,98,4,18.68,16.92,20.71,18.98
43.45,41.6,99,4,18.69,17.01,20.64,18.98
