tem,ttem,num,out,gf,gs,gt,gfor
47.65,46.6,46,-4,19.29,19.17,22.2,21.11
47.5,46.6,47,-4,19.29,19.17,22.2,21.11
47.5,46.6,48,-4,19.36,19.17,22.2,21.09
47.79,45.6,49,-4,19.36,19.2,22.07,21.09
47.65,45.6,50,-4,19.36,19.2,22.07,21.09
47.5,45.6,51,-4,19.36,19.2,22.07,21.13
47.4,44.6,52,-4,19.36,19.18,22.18,21.13
47.35,44.6,53,-4,19.36,19.18,22.18,21.13
47.35,44.6,54,-4,19.31,19.18,22.18,21.1
46.91,44.6,55,-4,19.31,19.15,22.14,21.1
46.91,44.6,56,-4,19.31,19.15,22.14,21.1
46.77,44.6,57,-4,19.34,19.15,22.14,20.39
46.9,43.8,58,-2,19.34,19.1,22.05,20.39
46.2,43.8,59,-2,19.34,19.1,22.05,20.39
46.03,43.8,60,-2,19.37,19.1,22.05,20.35
46.03,43.4,61,-1,19.37,19.1,22.05,20.35
45.88,43.4,62,-1,19.37,19.24,21.77,20.35
45.88,43.4,63,-1,19.34,19.24,21.77,20.82
45.74,43.4,64,-1,19.34,19.21,21.96,20.82
45.74,43.4,65,-1,19.34,19.21,21.96,20.82
45.73,43.4,66,-1,19.33,19.21,21.96,21.03
45.44,41.8,67,2,19.33,19.37,21.76,21.03
45.59,41.8,68,2,19.33,19.37,21.76,21.03
45.56,41.8,69,2,19.46,19.37,21.76,20.99
45.59,41.2,70,3,19.46,19.2,20.61,20.99
45.52,41.2,71,3,19.46,19.2,20.61,20.99
45.63,41.2,72,3,19.54,19.2,20.61,21.17
45.59,41.2,73,3,19.54,19.39,21.5,21.17
45.47,41.2,74,3,19.54,19.39,21.5,21.17
45.15,41.2,75,3,19.67,19.39,21.5,21.11
45.29,40.6,76,4,19.67,19.44,21.67,21.11
45.15,40.6,77,4,19.67,19.44,21.67,21.11
45.44,40.6,78,4,19.68,19.44,21.67,20.64
45.44,40.6,79,4,19.68,19.39,21.7,20.64
45.29,40.6,80,4,19.68,19.39,21.7,20.64
45.15,40.6,81,4,19.73,19.39,21.7,21.06
45.29,40,82,5,19.73,19.18,21.89,21.06
45.15,40,83,5,19.73,19.18,21.89,21.06
45.15,40,84,5,19.73,19.18,21.89,21.19
45,39.4,85,6,19.73,19,21.8,21.19
45.15,39.4,86,6,19.73,19,21.8,21.19
44.84,39.4,87,6,19.77,19,21.8,21.29
43.24,38.8,88,7,19.77,19.25,21.89,21.29
43.09,38.8,89,7,19.77,19.25,21.89,21.29
44.71,38.8,90,7,19.81,19.25,21.89,21.11
44.26,38.8,91,7,19.81,19.24,21.67,21.11
44.41,38.8,92,7,19.81,19.24,21.67,21.11
44.41,38.8,93,7,19.88,19.24,21.67,21.23
44.41,38.8,94,7,19.88,19.35,21.87,21.23
44.41,38.8,95,7,19.88,19.35,21.87,21.23
44.41,38.8,96,7,19.85,19.35,21.87,21.31
44.41,39.2,97,8,19.85,19.35,21.87,21.31
44.56,39.2,98,8,19.85,19.38,21.93,21.31
44.56,39.2,99,8,19.91,19.38,21.93,21.33
44.43,40.2,100,8,19.91,19.17,21.87,21.33
44.41,40.2,101,8,19.91,19.17,21.87,21.33
44.56,40.2,102,8,19.92,19.17,21.87,21.2
44.77,40.8,103,7,19.92,19.18,21.93,21.2
44.85,40.8,104,7,19.92,19.18,21.93,21.2
45,40.8,105,7,19.89,19.18,21.93,21.44
45.15,40.8,106,7,19.89,19.23,21.86,21.44
45,40.8,107,7,19.89,19.23,21.86,21.44
45.15,40.8,108,7,19.89,19.23,21.86,21.31
45.15,40.8,109,7,19.89,19.28,21.93,21.31
45.16,40.8,110,7,19.89,19.28,21.93,21.31
45.29,40.8,111,7,19.92,19.28,21.93,21.25
45.29,42,112,5,19.92,19.3,21.96,21.25
45.29,42,113,5,19.92,19.3,21.96,21.25
45.28,42,114,5,19.91,19.3,21.96,20.89
45.15,43.2,115,3,19.91,19.42,22.07,20.89
45.29,43.2,116,3,19.91,19.42,22.07,20.89
45.3,43.2,117,3,19.89,19.42,22.07,21.44
45.29,43.8,118,2,19.89,19.45,22.03,21.44
45.24,43.8,119,2,19.89,19.45,22.03,21.44
45.29,43.8,120,2,19.94,19.45,22.03,21.56
45.44,43.8,121,2,19.94,19.69,22.01,21.56
45.29,43.8,122,2,19.94,19.69,22.01,21.56
45.27,43.8,123,2,19.91,19.69,22.01,21.46
44.85,45,124,0,19.91,19.6,22.07,21.46
45.29,45,125,0,19.91,19.6,22.07,21.46
45.15,45,126,0,19.89,19.6,22.07,21.47
45.29,45,127,0,19.89,19.65,22.13,21.47
45.29,45,128,0,19.89,19.65,22.13,21.47
45.29,45,129,0,19.92,19.65,22.13,21.43
46.12,45.4,130,-1,19.92,19.71,22.17,21.43
46.03,45.4,131,-1,19.92,19.71,22.17,21.43
46.18,45.4,132,-1,19.85,19.71,22.17,21.46
46.04,45.4,133,-1,19.85,19.95,22.08,21.46
45.29,45.4,134,-1,19.85,19.95,22.08,21.46
45.29,45.4,135,-1,19.87,19.95,22.08,21.46
45.59,45.8,136,-2,19.87,19.82,22.08,21.46
46.91,45.8,137,-2,19.87,19.82,22.08,21.46
45.29,45.8,138,-2,19.88,19.82,22.08,21.5
45.88,44.8,139,-2,19.88,19.71,22.14,21.5
45.88,44.8,140,-2,19.88,19.71,22.14,21.5
45.76,44.8,141,-2,19.88,19.71,22.14,21.5
45.74,42.8,142,-2,19.88,19.72,22.11,21.5
45.74,42.8,143,-2,19.88,19.72,22.11,21.5
45.74,42.8,0,-2,19.87,19.72,22.11,21.48
45.88,43.6,1,-4,19.87,19.66,22.14,21.48
45.72,43.6,2,-4,19.87,19.66,22.14,21.48
45.68,43.6,3,-4,19.89,19.66,22.14,21.44
45.74,43.6,4,-4,19.89,19.66,22.14,21.44
45.69,43.6,5,-4,19.89,19.66,22.14,21.44
45.59,43.6,6,-4,19.87,19.66,22.14,21.41
45.59,43.6,7,-4,19.87,19.64,22.15,21.41
45.72,43.6,8,-4,19.87,19.64,22.15,21.41
45.59,43.6,9,-4,19.85,19.64,22.15,21.46
45.45,43.6,10,-4,19.85,19.65,22.18,21.46
45.74,43.6,11,-4,19.85,19.65,22.18,21.46
45.74,43.6,12,-4,19.84,19.65,22.18,21.4
45.74,43.6,13,-4,19.84,19.6,22.18,21.4
45.73,43.6,14,-4,19.84,19.6,22.18,21.4
45.74,43.6,15,-4,19.84,19.6,22.18,21.41
45.73,43.6,16,-4,19.84,19.61,22.2,21.41
45.62,43.6,17,-4,19.84,19.61,22.2,21.41
45.62,43.6,18,-4,19.8,19.61,22.2,21.39
45.59,43.6,19,-4,19.8,19.6,22.23,21.39
45.44,43.6,20,-4,19.8,19.6,22.23,21.39
45.59,43.6,21,-4,19.81,19.6,22.23,21.37
45.51,43.6,22,-4,19.81,19.61,22.27,21.37
45.59,43.6,23,-4,19.81,19.61,22.27,21.37
45.45,43.6,24,-4,19.74,19.61,22.27,21.37
46.62,45.6,25,-4,19.74,19.58,22.28,21.37
45.15,45.6,26,-4,19.74,19.58,22.28,21.37
44.71,45.6,27,-4,19.78,19.58,22.28,21.39
49.12,46.6,28,-4,19.78,19.58,22.31,21.39
45.44,46.6,29,-4,19.78,19.58,22.31,21.39
47.79,46.6,30,-4,19.73,19.58,22.31,21.34
45.59,46.6,31,-4,19.73,19.58,22.3,21.34
47.22,46.6,32,-4,19.73,19.58,22.3,21.34
46.76,46.6,33,-4,19.74,19.58,22.3,21.36
46.18,46.6,34,-4,19.74,19.54,22.24,21.36
47.79,46.6,35,-4,19.74,19.54,22.24,21.36
46.47,46.6,36,-4,19.74,19.54,22.24,21.34
45.74,46.6,37,-4,19.74,19.57,22.27,21.34
48.09,46.6,38,-4,19.74,19.57,22.27,21.34
46.9,46.6,39,-4,19.77,19.57,22.27,21.36
47.49,46.6,40,-4,19.77,19.58,22.27,21.36
47.35,46.6,41,-4,19.77,19.58,22.27,21.36
47.21,46.6,42,-4,19.71,19.58,22.27,21.37
47.35,46.6,43,-4,19.71,19.58,22.3,21.37
47.06,46.6,44,-4,19.71,19.58,22.3,21.37
47.35,46.6,45,-4,19.71,19.58,22.3,21.37
47.35,46.6,46,-4,19.71,19.58,22.21,21.37
47.35,46.6,47,-4,19.71,19.58,22.21,21.37
47.21,46.6,48,-4,19.76,19.58,22.21,21.3
47.28,45.6,49,-4,19.76,19.57,22.1,21.3
47.21,45.6,50,-4,19.76,19.57,22.1,21.3
47.21,45.6,51,-4,19.73,19.57,22.1,21.26
47.06,44.6,52,-4,19.73,19.58,22.21,21.26
47.06,44.6,53,-4,19.73,19.58,22.21,21.26
47.06,44.6,54,-4,20.31,19.58,22.21,21.33
46.26,44.2,55,-3,20.31,19.62,22.23,21.33
46.18,44.2,56,-3,20.31,19.62,22.23,21.33
46.03,44.2,57,-3,19.87,19.62,22.23,20.05
46.03,44.2,58,-3,19.87,19.6,21.94,20.05
45.74,44.2,59,-3,19.87,19.6,21.94,20.05
45.88,44.2,60,-3,19.78,19.6,21.94,20.98
45.73,44.2,61,-3,19.78,19.61,22.33,20.98
45.85,44.2,62,-3,19.78,19.61,22.33,20.98
45.44,44.2,63,-3,19.73,19.61,22.33,21.19
45.29,43,64,0,19.73,19.72,22.33,21.19
45.34,43,65,0,19.73,19.72,22.33,21.19
45.29,43,66,0,19.81,19.72,22.33,20.71
45.29,41.2,67,3,19.81,19.57,22.4,20.71
45.15,41.2,68,3,19.81,19.57,22.4,20.71
45.18,41.2,69,3,19.84,19.57,22.4,19.54
45.15,40.6,70,4,19.84,19.5,22.34,19.54
45.1,40.6,71,4,19.84,19.5,22.34,19.54
45,40.6,72,4,19.85,19.5,22.34,21.03
44.85,40,73,5,19.85,19.62,22.34,21.03
44.58,40,74,5,19.85,19.62,22.34,21.03
44.71,40,75,5,19.84,19.62,22.34,21.36
44.71,38.8,76,7,19.84,19.24,22.34,21.36
44.71,38.8,77,7,19.84,19.24,22.34,21.36
44.56,38.8,78,7,19.94,19.24,22.34,21.48
44.56,38.2,79,8,19.94,19.07,22.36,21.48
44.56,38.2,80,8,19.94,19.07,22.36,21.48
44.56,38.2,81,8,19.99,19.07,22.36,20.54
44.41,38.2,82,8,19.99,18.84,22.28,20.54
44.56,38.2,83,8,19.99,18.84,22.28,20.54
44.56,38.2,84,8,20.08,18.84,22.28,21.17
44.43,36.9,85,9,20.08,19.33,22.08,21.17
44.56,36.9,86,9,20.08,19.33,22.08,21.17
44.56,36.9,87,9,20.15,19.33,22.08,21.47
44.56,36.9,88,9,20.15,19.57,22.31,21.47
44.56,36.9,89,9,20.15,19.57,22.31,21.47
44.56,36.9,90,9,20.25,19.57,22.31,21.6
44.56,36.9,91,9,20.25,19.57,22.59,21.6
44.56,36.9,92,9,20.25,19.64,22.59,21.6
44.41,36.9,93,9,20.31,19.64,22.59,21.61
43.82,36.9,94,9,20.31,19.64,22.65,21.61
43.71,36.9,95,9,20.31,19.85,22.65,21.61
43.68,36.9,96,9,20.31,19.85,22.65,21.34
43.68,37.9,97,9,20.31,19.85,22.44,21.34
43.54,37.9,98,9,20.31,19.78,22.44,21.34
43.38,37.9,99,9,20.4,19.78,22.44,22.09
43.53,38.9,100,9,20.4,19.78,22.54,22.09
43.38,38.9,101,9,20.4,19.82,22.54,22.09
43.24,38.9,102,9,20.33,19.82,22.54,21.71
43.24,38.9,103,9,20.33,19.82,22.23,21.71
43.23,38.9,104,9,20.33,19.91,22.23,21.71
43.32,38.9,105,9,20.33,19.91,22.23,21.74
43.38,38.9,106,9,20.33,19.91,22.36,21.74
43.62,38.9,107,9,20.33,19.96,22.36,21.74
43.68,38.9,108,9,20.35,19.96,22.36,21.6
43.68,38.9,109,9,20.35,19.96,22.33,21.6
43.82,38.9,110,9,20.35,19.89,22.33,21.6
43.97,38.9,111,9,20.32,19.89,22.33,22.09
44.1,40.2,112,8,20.32,19.89,22.37,22.09
44.11,40.2,113,8,20.32,19.69,22.37,22.09
44.17,40.2,114,8,20.32,19.69,22.37,21.47
44.26,40.8,115,7,20.32,19.69,22.51,21.47
44.41,40.8,116,7,20.32,19.88,22.51,21.47
44.41,40.8,117,7,20.31,19.88,22.51,21.81
44.41,41.4,118,6,20.31,19.88,22.48,21.81
44.35,41.4,119,6,20.31,19.95,22.48,21.81
44.26,41.4,120,6,20.33,19.95,22.48,21.8
44.29,41.4,121,6,20.33,19.95,22.33,21.8
44.38,41.4,122,6,20.33,19.89,22.33,21.8
44.41,41.4,123,6,20.33,19.89,22.33,21.67
44.41,43.2,124,3,20.33,19.89,22.4,21.67
44.41,43.2,125,3,20.33,20,22.4,21.67
44.41,43.2,126,3,20.36,20,22.4,21.74
44.41,43.8,127,2,20.36,20,22.37,21.74
44.26,43.8,128,2,20.36,20.02,22.37,21.74
44.41,43.8,129,2,20.25,20.02,22.37,21.76
44.71,44.4,130,1,20.25,20.02,22.41,21.76
44.26,44.4,131,1,20.25,20.09,22.41,21.76
44.26,44.4,132,1,20.35,20.09,22.41,21.76
44.41,44.4,133,1,20.35,20.09,22.44,21.76
44.41,44.4,134,1,20.35,20.17,22.44,21.76
44.41,44.4,135,1,20.33,20.17,22.44,21.74
45.44,45,136,0,20.33,20.17,22.4,21.74
45.29,45,137,0,20.33,20.26,22.4,21.74
46.15,45,138,0,20.32,20.26,22.4,21.76
44.85,44,139,0,20.32,20.26,22.41,21.76
44.41,44,140,0,20.32,20.16,22.41,21.76
44.41,44,141,0,20.28,20.16,22.41,21.73
44.39,42.4,142,-1,20.28,20.16,22.58,21.73
44.26,42.4,143,-1,20.28,20.11,22.58,21.73
44.26,42.4,0,-1,20.29,20.11,22.58,21.73
43.97,42.4,1,-1,20.29,20.11,22.52,21.73
43.97,42.4,2,-1,20.29,20.15,22.52,21.73
43.97,42.4,3,-1,20.26,20.15,22.52,21.73
43.97,42.4,4,-1,20.26,20.15,22.52,21.73
43.97,42.4,5,-1,20.26,20.05,22.52,21.73
43.97,42.4,6,-1,20.25,20.05,22.52,21.73
43.97,42.4,7,-1,20.25,20.05,22.61,21.73
43.82,42.4,8,-1,20.25,20.11,22.61,21.73
43.82,42.4,9,-1,20.24,20.11,22.61,21.73
43.82,42,10,0,20.24,20.11,22.61,21.73
43.82,42,11,0,20.24,20.12,22.61,21.73
43.82,42,12,0,20.26,20.12,22.61,21.78
43.97,42.4,13,-1,20.26,20.12,22.65,21.78
43.82,42.4,14,-1,20.26,20.08,22.65,21.78
43.82,42.4,15,-1,20.26,20.08,22.65,21.67
43.83,42.8,16,-2,20.26,20.08,22.62,21.67
43.82,42.8,17,-2,20.26,20.04,22.62,21.67
43.82,42.8,18,-2,20.19,20.04,22.62,21.68
43.82,42.8,19,-2,20.19,20.04,22.67,21.68
43.82,42.8,20,-2,20.19,20,22.67,21.68
43.96,42.8,21,-2,20.25,20,22.67,21.73
43.82,42.8,22,-2,20.25,20,22.65,21.73
43.82,42.8,23,-2,20.25,20.04,22.65,21.73
43.82,42.8,24,-2,20.21,20.04,22.65,21.74
46.37,44.8,25,-2,20.21,20.04,22.64,21.74
43.68,44.8,26,-2,20.21,20.02,22.64,21.74
46.63,44.8,27,-2,20.21,20.02,22.64,21.68
45.44,45,28,0,20.21,20.02,22.65,21.68
44.56,45,29,0,20.21,19.99,22.65,21.68
45.45,45,30,0,20.21,19.99,22.65,21.67
45.44,45,31,0,20.21,19.99,22.64,21.67
44.26,45,32,0,20.21,19.96,22.64,21.67
44.26,45,33,0,20.15,19.96,22.64,21.68
44.41,45,34,0,20.15,19.96,22.65,21.68
46.16,45,35,0,20.15,20.04,22.65,21.68
44.26,45,36,0,20.14,20.04,22.65,21.68
44.41,45,37,0,20.14,20.04,22.65,21.68
45.74,45,38,0,20.14,19.98,22.65,21.68
44.56,45,39,0,20.18,19.98,22.65,21.68
44.64,45,40,0,20.18,19.98,22.68,21.68
46.03,45,41,0,20.18,19.98,22.68,21.68
45.33,45,42,0,20.14,19.98,22.68,21.65
45.44,44.4,43,1,20.14,19.98,22.68,21.65
45.44,44.4,44,1,20.14,19.95,22.67,21.65
45.44,44.4,45,1,20.15,19.95,22.67,21.65
45.44,45,46,0,20.15,19.95,22.67,21.65
45.44,45,47,0,20.15,19.98,22.5,21.65
45.44,45,48,0,20.12,19.98,22.5,21.61
45.44,44,49,0,20.12,19.98,22.5,21.61
45.44,44,50,0,20.12,19.93,22.62,21.61
45.44,44,51,0,20.15,19.93,22.62,21.58
45.42,43.4,52,-1,20.15,19.93,22.62,21.58
45.44,43.4,53,-1,20.15,19.92,22.57,21.58
45.44,43.4,54,-1,20.08,19.92,22.57,21.61
45.44,43.8,55,-2,20.08,19.92,22.57,21.61
45.56,43.8,56,-2,20.08,19.92,22.62,21.61
45.29,43.8,57,-2,20.15,19.92,22.62,21.68
45.29,43.4,58,-1,20.15,19.92,22.62,21.68
45.29,43.4,59,-1,20.15,19.99,22.68,21.68
45.15,43.4,60,-1,20.15,19.99,22.68,20.83
44.53,41.8,61,2,20.15,19.99,22.68,20.83
44.56,41.8,62,2,20.15,20.04,22.62,20.83
44.41,41.8,63,2,20.19,20.04,22.62,20.93
44.26,41.2,64,3,20.19,20.04,22.62,20.93
44.12,41.2,65,3,20.19,20,22.64,20.93
44.12,41.2,66,3,20.22,20,22.64,20.56
43.97,40,67,5,20.22,20,22.64,20.56
43.97,40,68,5,20.22,20.13,22.68,20.56
43.89,40,69,5,20.22,20.13,22.68,21.47
43.82,39.4,70,6,20.22,20.13,22.68,21.47
43.82,39.4,71,6,20.22,20.2,22.81,21.47
43.97,39.4,72,6,20.28,20.2,22.81,21.54
43.82,39.4,73,6,20.28,20.2,22.81,21.54
43.71,39.4,74,6,20.28,20.17,23.02,21.54
43.68,39.4,75,6,20.29,20.17,23.02,21.57
43.68,38.8,76,7,20.29,20.17,23.02,21.57
43.68,38.8,77,7,20.29,20.11,22.87,21.57
43.57,38.8,78,7,20.33,20.11,22.87,21.51
43.53,38.2,79,8,20.33,20.11,22.87,21.51
43.68,38.2,80,8,20.33,20.26,22.92,21.51
43.53,38.2,81,8,20.39,20.26,22.92,21.48
43.53,38.2,82,8,20.39,20.26,22.92,21.48
43.53,38.2,83,8,20.39,20.23,22.81,21.48
43.53,38.2,84,8,20.39,20.23,22.81,21.48
43.53,39.4,85,6,20.39,20.23,22.81,21.48
43.53,39.4,86,6,20.39,20.15,22.82,21.48
43.53,39.4,87,6,20.46,20.15,22.82,21.54
43.53,39.4,88,6,20.46,20.15,22.82,21.54
43.53,39.4,89,6,20.46,20.3,22.85,21.54
43.53,39.4,90,6,20.43,20.3,22.85,21.84
43.53,38.8,91,7,20.43,20.3,22.85,21.84
43.62,38.8,92,7,20.43,20.26,22.85,21.84
43.53,38.8,93,7,20.5,20.26,22.85,21.58
43.53,38.2,94,8,20.5,20.26,22.85,21.58
43.44,38.2,95,8,20.5,20.15,22.84,21.58
43.53,38.2,96,8,20.52,20.15,22.84,21.61
43.53,39.2,97,8,20.52,20.15,22.84,21.61
43.53,39.2,98,8,20.52,20.17,22.78,21.61
43.38,39.2,99,8,20.52,20.17,22.78,21.67
43.53,38.9,100,9,20.52,20.17,22.78,21.67
43.53,38.9,101,9,20.52,20.25,22.76,21.67
43.38,38.9,102,9,20.57,20.25,22.76,21.58
43.53,38.9,103,9,20.57,20.25,22.76,21.58
43.68,38.9,104,9,20.57,20.3,22.78,21.58
43.82,38.9,105,9,20.55,20.3,22.78,21.91
43.82,38.9,106,9,20.55,20.3,22.78,21.91
43.53,38.9,107,9,20.55,20.27,22.75,21.91
43.44,38.9,108,9,20.62,20.27,22.75,21.92
43.82,40.2,109,8,20.62,20.27,22.75,21.92
43.82,40.2,110,8,20.62,19.41,22.75,21.92
43.81,40.2,111,8,20.77,19.41,22.75,21.95
43.82,40.8,112,7,20.77,19.41,22.75,21.95
43.97,40.8,113,7,20.77,20.02,22.65,21.95
43.82,40.8,114,7,20.66,20.02,22.65,21.7
43.82,40.8,115,7,20.66,20.02,22.65,21.7
43.82,40.8,116,7,20.66,20.23,22.76,21.7
43.82,40.8,117,7,20.53,20.23,22.76,21.99
43.82,41.4,118,6,20.53,20.23,22.76,21.99
43.53,41.4,119,6,20.53,20.25,22.74,21.99
43.55,41.4,120,6,20.46,20.25,22.74,22.15
43.53,41.4,121,6,20.46,20.25,22.74,22.15
43.64,41.4,122,6,20.46,20.27,22.67,22.15
43.68,41.4,123,6,20.36,20.27,22.67,22.28
43.53,41.4,124,6,20.36,20.27,22.67,22.28
43.38,41.4,125,6,20.36,20.36,22.74,22.28
43.38,41.4,126,6,20.26,20.36,22.74,22.27
43.38,42,127,5,20.26,20.36,22.74,22.27
43.53,42,128,5,20.26,20.39,22.69,22.27
43.28,42,129,5,20.14,20.39,22.69,22.05
43.24,41.4,130,6,20.14,20.39,22.69,22.05
43.24,41.4,131,6,20.14,20.5,22.74,22.05
43.24,41.4,132,6,20.08,20.5,22.74,21.98
43.24,42,133,5,20.08,20.5,22.74,21.98
43.81,42,134,5,20.08,20.46,22.71,21.98
43.68,42,135,5,19.92,20.46,22.71,21.95
43.68,42.6,136,4,19.92,20.46,22.71,21.95
43.68,42.6,137,4,19.92,20.57,22.71,21.95
43.82,42.6,138,4,19.92,20.57,22.71,21.99
43.82,42.2,139,3,19.92,20.57,22.71,21.99
43.87,42.2,140,3,19.92,20.47,22.76,21.99
43.82,42.2,141,3,19.97,20.47,22.76,21.98
43.97,40.2,142,3,19.97,20.47,22.76,21.98
43.97,40.2,143,3,19.97,20.37,22.79,21.98
43.97,40.2,0,3,19.95,20.37,22.79,21.98
43.97,40.8,1,2,19.95,20.37,22.79,21.98
44.12,40.8,2,2,19.95,20.36,22.75,21.98
44.12,40.8,3,2,19.89,20.36,22.75,21.97
44.12,40.8,4,2,19.89,20.36,22.75,21.97
44.12,40.8,5,2,19.89,20.39,22.76,21.97
43.97,40.8,6,2,19.87,20.39,22.76,21.92
43.99,41.4,7,1,19.87,20.39,22.76,21.92
44.09,41.4,8,1,19.87,20.33,22.75,21.92
43.98,41.4,9,1,19.8,20.33,22.75,21.84
44.12,41.4,10,1,19.8,20.33,22.75,21.84
44.01,41.4,11,1,19.8,20.26,22.76,21.84
44.12,41.4,12,1,19.73,20.26,22.76,21.84
44.12,42,13,0,19.73,20.26,22.76,21.84
44.26,42,14,0,19.73,20.25,22.75,21.84
44.06,42,15,0,19.82,20.25,22.75,21.9
43.97,42,16,0,19.82,20.25,22.75,21.9
44.11,42,17,0,19.82,20.2,22.76,21.9
44.12,42,18,0,19.88,20.2,22.76,21.8
43.97,42.4,19,-1,19.88,20.2,22.76,21.8
44.11,42.4,20,-1,19.88,20.22,22.78,21.8
44.07,42.4,21,-1,19.95,20.22,22.78,21.85
43.97,42.4,22,-1,19.95,20.22,22.78,21.85
43.97,42.4,23,-1,19.95,20.2,22.78,21.85
44.02,42.4,24,-1,19.91,20.2,22.78,21.77
43.97,44,25,0,19.91,20.2,22.78,21.77
45.29,44,26,0,19.91,20.12,22.79,21.77
43.97,44,27,0,19.89,20.12,22.79,21.74
44.87,45,28,0,19.89,20.12,22.79,21.74
46.62,45,29,0,19.89,20.16,22.75,21.74
43.82,45,30,0,19.84,20.16,22.75,21.68
46.19,45,31,0,19.84,20.16,22.75,21.68
44.71,45,32,0,19.84,20.73,22.72,21.68
44.85,45,33,0,19.88,20.73,22.72,21.74
45.35,45,34,0,19.88,20.73,22.72,21.74
44.85,45,35,0,19.88,20.12,22.69,21.74
45.29,45,36,0,19.89,20.12,22.69,21.73
46.17,45,37,0,19.89,20.12,22.69,21.73
45.13,45,38,0,19.89,20.09,22.69,21.73
45.14,45,39,0,19.89,20.09,22.69,21.7
45.29,45,40,0,19.89,20.09,22.69,21.7
44.85,45,41,0,19.89,20.04,22.67,21.7
44.72,45,42,0,19.88,20.04,22.67,21.65
44.71,45,43,0,19.88,20.04,22.67,21.65
45.29,45,44,0,19.88,20.05,22.65,21.65
45.15,45,45,0,19.87,20.05,22.65,21.7
45.44,45,46,0,19.87,20.05,22.65,21.7
45.29,45,47,0,19.87,20.05,22.55,21.7
45.44,45,48,0,19.88,20.05,22.55,21.62
45.29,44,49,0,19.88,20.05,22.55,21.62
45.34,44,50,0,19.88,20.04,22.54,21.62
45.3,44,51,0,19.87,20.04,22.54,21.57
45.44,43,52,0,19.87,20.04,22.54,21.57
45.34,43,53,0,19.87,20.05,22.59,21.57
45.29,43,54,0,19.88,20.05,22.59,21.57
45.44,43,55,0,19.88,20.05,22.59,21.61
45.43,43,56,0,19.88,20.05,22.5,21.61
45.29,43,57,0,19.84,20.05,22.5,21.61
45.31,43,58,0,19.84,20.05,22.5,20.55
45.3,43,59,0,19.84,19.92,22.54,20.55
45.39,43,60,0,19.85,19.92,22.54,20.55
45.44,43,61,0,19.85,19.92,22.54,18.43
45.38,43,62,0,19.85,19.98,22.4,18.43
45.3,43,63,0,19.82,19.98,22.4,18.43
45.43,43,64,0,19.82,19.98,22.4,19.49
45.44,43,65,0,19.82,20.16,22.34,19.49
45.3,43,66,0,19.85,20.16,22.34,19.49
45.44,43,67,0,19.85,20.16,22.34,20.8
45.44,43,68,0,19.85,20.15,22.25,20.8
45.44,43,69,0,20.04,20.15,22.25,20.8
