37.3500,37.0000,0.0000,5.0000,21.4900,21.7300,22.5500,22.5600
36.9100,37.6000,1.0000,4.0000,21.4900,21.6600,22.5500,22.5600
37.9400,37.6000,2.0000,4.0000,21.3000,21.6600,22.5900,22.5600
37.6500,37.6000,3.0000,4.0000,21.3000,21.6600,22.5900,22.5300
37.2100,37.6000,4.0000,4.0000,21.3000,21.6300,22.5900,22.5300
37.5000,37.6000,5.0000,4.0000,21.3300,21.6300,22.5900,22.5300
38.5100,37.6000,6.0000,4.0000,21.3300,21.6300,22.5900,22.4900
36.9100,37.0000,7.0000,5.0000,21.3300,21.7200,22.5900,22.4900
37.2100,37.0000,8.0000,5.0000,21.2400,21.7200,22.6200,22.4900
37.0600,37.0000,9.0000,5.0000,21.2400,21.7200,22.6200,22.4900
36.9600,37.6000,10.0000,4.0000,21.2400,21.6500,22.6200,22.4900
37.9400,30.1000,11.0000,4.0000,21.2400,21.6500,22.6200,22.4900
37.4196,36.7000,12.1513,3.6583,20.7253,21.1079,22.8489,22.4710
37.3729,36.7000,12.9057,3.6823,20.7342,21.0732,22.8338,22.4321
37.3772,35.5000,13.6498,3.6592,20.7417,21.0677,22.8261,22.4173
37.3556,35.5000,14.5945,3.6241,20.7427,21.0707,22.8191,22.4128
37.3562,35.5000,15.4695,3.5827,20.7401,21.0628,22.8098,22.4010
37.3690,35.5000,16.2639,3.5640,20.7375,21.0496,22.8007,22.3849
37.3673,35.5000,17.0468,3.5689,20.7353,21.0395,22.7927,22.3714
37.3405,35.5000,17.8285,3.5851,20.7363,21.0387,22.7871,22.3650
37.3413,35.5000,18.5924,3.6122,20.7367,21.0302,22.7806,22.3521
37.3395,35.5000,19.3433,3.6465,20.7339,21.0216,22.7738,22.3403
37.3329,35.5000,20.0926,3.6864,20.7372,21.0201,22.7696,22.3331
37.3216,35.5000,20.8288,3.7318,20.7534,21.0310,22.7705,22.3328
37.3320,35.5000,21.5585,3.7827,20.7408,21.0122,22.7605,22.3155
37.3239,35.5000,22.2628,3.8367,20.7488,21.0168,22.7590,22.3128
37.3139,35.5000,22.9587,3.8931,20.7585,21.0233,22.7583,22.3114
37.3094,35.5000,23.6495,3.9531,20.7653,21.0260,22.7565,22.3076
37.3045,35.5000,24.3286,4.0153,20.7721,21.0289,22.7549,22.3042
37.3003,35.5000,25.0027,4.0792,20.7786,21.0315,22.7533,22.3005
37.2939,35.5000,25.6631,4.1452,20.7857,21.0351,22.7521,22.2978
37.2886,35.5000,26.3200,4.2127,20.7925,21.0383,22.7508,22.2948
37.2832,35.5000,26.9644,4.2814,20.7992,21.0414,22.7496,22.2920
37.2771,35.5000,27.6025,4.3508,20.8058,21.0447,22.7484,22.2894
37.2714,35.5000,28.2349,4.4208,20.8121,21.0476,22.7473,22.2867
37.2654,35.5000,28.8617,4.4911,20.8187,21.0509,22.7463,22.2843
37.2593,35.5000,29.4805,4.5620,20.8250,21.0541,22.7452,22.2819
37.2532,35.5000,30.0946,4.6334,20.8310,21.0568,22.7441,22.2794
37.2466,35.5000,30.7030,4.7051,20.8371,21.0598,22.7432,22.2771
37.2410,35.5000,31.3048,4.7757,20.8427,21.0624,22.7420,22.2747
37.2352,35.5000,31.9033,4.8467,20.8484,21.0648,22.7409,22.2721
37.2292,35.5000,32.4979,4.9177,20.8539,21.0673,22.7398,22.2697
37.2241,35.5000,33.0841,4.9876,20.8592,21.0693,22.7386,22.2671
37.2187,35.5000,33.6705,5.0575,20.8642,21.0711,22.7374,22.2644
37.2139,35.5000,34.2524,5.1274,20.8690,21.0726,22.7360,22.2615
37.2091,35.5000,34.8297,5.1964,20.8736,21.0740,22.7347,22.2587
37.2051,25.5000,35.4034,5.2645,20.8782,21.0752,22.7333,22.2557
